canonical_id,selection_reason,rule_score,primary_score,primary_evidence,primary_reason,primary_confidence,audit_score,audit_evidence,audit_confidence,audit_reason,adjudicated_score,adjudication_reason
73,stratified_fill,2,2,信息安全管理制度体系建设|等级保护测评、信息安全风险评估|数据安全防护体系的规划与建设,岗位核心职责是信息安全体系管理、合规检查与数据安全建设，属于信息系统安全领域的核心数字技术工作，但未涉及AI/ML研发。因此为2分，不是1分（非辅助工具使用）或3分（无AI/ML要求）。,high,2,信息安全管理制度体系建设|数据安全防护体系的规划与建设|等级保护测评、信息安全风险评估,high,岗位核心是信息安全管理与合规，信息安全体系建设和数据安全防护是核心产出，属于核心数字技术；未涉及AI研发，故非3分。,,
75,rule_model_threshold_conflict,2,1,应用solidworks软件做自动化设备机构设计与制造,岗位为机械工程师，核心职责是自动化设备机械设计，使用SolidWorks作为专业工具，但机械设计本身是核心产出，软件仅为辅助。因此为1分，不是0分（有明确数字工具要求）或2分（非软件开发或核心数字技术）。,medium,1,应用solidworks软件做自动化设备机构设计与制造,medium,机械设计为核心产出，SolidWorks为辅助设计工具，移除后岗位仍成立；不属于软件开发或数据系统，故非2分。,,
79,stratified_fill,0,0,,岗位为销售经理，职责为销售、团队管理，未明示要求数字工具或技术，因此为0分；不是1分，因为未提及Office等辅助工具。,high,0,,high,纯销售岗位，未明示要求数字工具或技术，电销经验仅为销售方式，不构成数字技术要求。,,
91,rule_model_threshold_conflict,1,2,负责厂区网络的正常运行|负责办公设备、设施的日常维护及故障处理|负责监控系统、广播系统及ERP系统的后台保障|负责网站、邮箱及公众号等各类平台的维护及更新|定期对相关数据进行备份,岗位核心是网络、系统及IT基础设施的运维保障，属于核心数字技术，故为2分；未涉及AI/ML研发，因此不是3分；不是1分，因运维是核心职责而非辅助工具使用。,high,2,负责厂区网络的正常运行|负责监控系统、广播系统及ERP系统的后台保障|负责网站、邮箱及公众号等各类平台的维护及更新,high,网络管理、系统运维和保障是岗位核心职责，属于核心数字技术；未涉及AI研发，故非3分；技术工作本身是产出，非辅助，故非1分。,,
97,stratified_fill,0,0,,岗位职责为模具零件加工计划编排、设备资源协调等，未提及任何数字工具或技术。因此为0分，不是1分或2分。,high,0,,high,模具加工计划编排与产能协调，未明示要求数字工具或系统，核心是生产计划与工艺知识。,,
99,rule_model_threshold_conflict,2,1,针对Hillstone的安全产品提供售前技术支持服务|为销售团队提供技术讲解和技术文档|以技术顾问的身份为客户提供技术支持和建议|为Hillstone的合作伙伴提供产品的技术培训,岗位涉及网络安全产品的售前技术支持，但核心职责是技术讲解、文档和培训，技术是辅助销售的手段。移除技术后，岗位主要产出（技术支持和培训）仍成立，因此技术是辅助工具，属于1分。不是2分，因为技术不是核心产出（如软件开发或系统设计）。,medium,2,"深入了解TCP/IP、路由协议、2/3层交换以及IPSec|深入了解网络安全,包括防火墙、VPN、防病毒、IDS/IPS等",high,售前工程师核心要求深入掌握网络安全和网络协议专业知识，技术知识是岗位核心能力；未涉及AI/ML，故非3分；技术知识不是简单工具使用，而是核心要求，故非1分。,1.0,岗位核心是售前技术支持，技术知识用于辅助销售和培训，非数字技术开发或产出；移除技术后讲解、培训职责仍成立，故为1分；不是2分因为未涉及系统开发或核心数字技术产出，不是0分因为明确要求网络安全技术知识。
100,stratified_fill,1,1,熟悉各类制图及分析软件,岗位职责包括制定产品质量检验规范、分析质量数据等，要求熟悉制图及分析软件，但软件是作为工程师的工具使用，并非核心产出。移除软件后，岗位主要产出（质量检验和分析）仍成立，因此软件是辅助工具，属于1分。不是2分，因为软件不是核心产出（如软件开发）。,medium,1,"分析相关质量数据,生产质量月报|熟悉各类制图及分析软件",high,岗位核心是质量管理，数字工具（数据分析软件）用于辅助分析数据，移除后主要职责仍可执行。不是2分因为没有软件开发或核心建模；不是3分。,,
117,stratified_fill,2,2,编写测试用例|功能兼容性测试|软件产品的打包、更新等产品盘管理和维护|工业监控组态软件、主流PLC及工业设备应用|软件测试经验,岗位核心是软件测试和系统维护，涉及测试用例编写、兼容性测试、软件打包等，属于软件开发/测试范畴，因此为2分。不是1分，因为测试和打包是核心职责而非辅助；不是3分，因为未涉及AI/ML。,high,2,编写测试用例|负责软件产品的打包、更新等产品盘管理和维护工作|熟悉市场主流的软件产品打包工具,high,岗位核心是软件测试和打包，属于软件开发流程中的核心数字技术产出。不是1分因为测试和打包本身就是技术职能，而非辅助使用；不是3分因为没有AI研发。,,
124,rule_model_threshold_conflict,2,1,能熟练运用机械制图等开发软件及办公软件,岗位核心是锂电设备维护维修，要求熟练使用机械制图等软件，属于辅助数字工具（1分）。不是0分，因为明确要求软件技能；不是2分，因为软件使用是辅助设备工作，非核心产出。,medium,1,能熟练运用机械制图等开发软件及办公软件,medium,设备工程师的核心是设备维护与改良，使用制图软件是辅助工具，移除后仍可进行设备管理。不是2分因为没有软件开发或核心数字系统建设；不是3分。,,
133,rule_model_threshold_conflict,1,2,熟练掌握Minitable/JMP等数据分析工具,岗位核心是质量改进专案管理，要求精通质量工具和数据分析工具，数据分析是核心职责的一部分，但未涉及AI/ML，因此为2分。不是1分因为数据分析是核心产出，不是3分因为无AI/ML要求。,medium,1,熟练掌握Minitable/JMP等数据分析工具,medium,质量专家核心是质量改善管理，数据分析工具用于辅助分析，非核心产出。不是2分因为未涉及信息系统开发或建模；不是3分。,1.0,质量专家核心是质量改进专案管理，数据分析工具是辅助完成质量分析的手段，若移除这些工具，岗位核心产出（建立改善体系、推广方法论等）仍成立，故为1分；不是2分因未涉及软件开发或核心算法模型，不是0分因明确要求数字工具。
135,rule_model_threshold_conflict,1,2,熟练运用如GRR\SPC\3A\排列图\鱼骨图\Minitab等工具对数据进行收集和分析,岗位核心是供应商质量管理，要求熟练运用统计和数据分析工具进行数据收集和分析，这是核心职责，但未涉及AI/ML，因此为2分。不是1分因为数据分析是核心产出，不是3分因为无AI/ML要求。,medium,1,熟练运用如GRR\SPC\3A\排列图\鱼骨图\Minitab等工具对数据进行收集和分析,medium,供应商质量工程师核心是质量管理，使用统计工具辅助问题分析，非核心数字技术。不是2分因为不是软件开发或核心系统建设；不是3分。,1.0,供应商质量工程师核心是供应商质量管理与改善，使用统计工具进行数据分析是辅助问题分析和决策的，若移除这些工具，岗位核心产出仍成立，故为1分；不是2分因未涉及软件开发或高级算法建模，不是0分因明确要求数字工具。
139,strict_score3,2,3,算法研究员|机器视觉|模式识别|图像处理|视觉相关算法,岗位标题为算法研究员，职责明确涉及机器视觉、模式识别和图像处理算法的设计开发，属于AI/计算机视觉核心研发，因此为3分。不是2分，因为明确涉及AI视觉算法而非一般软件开发或传统图像处理工具使用。,high,3,模式识别或图像处理相关研究方向|独立设计视觉相关算法、开发算法及调试优化|对机器视觉领域前沿技术感兴趣,high,岗位核心是模式识别/机器视觉算法研发，明确属于AI/ML领域。不是2分因为明确涉及AI子领域算法研发；不是1分。,,
140,stratified_fill,0,0,,岗位为法律审计，描述中仅涉及法律、审计、会计等专业要求，未提及任何数字工具、信息系统或技术职责，因此为0分。不是1分，因为没有要求使用办公软件或业务系统。,high,0,,high,法律审计岗位未明示要求任何数字工具或技术，纯法律/审计专业职责。不是1分因为没有提及使用数字工具。,,
141,rule_model_threshold_conflict,1,2,信息化建设方案|信息系统管理制度|网络系统的安全性|信息化项目|信息管理与信息系统,岗位核心职责是信息化建设、系统管理和网络安全，属于信息系统核心工作，因此为2分。不是1分，因为不是辅助使用系统而是负责搭建和管理；不是3分，因为没有涉及AI/ML研发。,high,2,负责实施公司信息化建设方案|保证公司网络系统的安全性|把控公司各信息化项目的实施进度及标准|熟练掌握制造业信息化改革过程中所有信息管理系统的相关操作、管理、维护知识,high,岗位核心是信息化系统建设、管理和运维，属于核心数字技术。不是1分因为不是辅助使用；不是3分因为没有AI研发。,,
154,stratified_fill,0,0,,岗位为资深销售经理，职责包括客户开发、订单跟踪、对账回款等，未提及任何数字工具或技术使用。因此为0分，不是1分（无辅助数字工具要求）。,high,0,,high,岗位为销售，未提及任何数字技术或工具，核心产出不依赖技术，故评0分；非1分因无任何数字工具要求。,,
155,stratified_fill,0,0,,岗位为资深销售经理，职责包括客户开发、订单跟踪、对账回款等，未提及任何数字工具或技术使用。因此为0分，不是1分（无辅助数字工具要求）。,high,0,,high,岗位为销售，未提及任何数字技术或工具，核心产出不依赖技术，故评0分；非1分因无任何数字工具要求。,,
159,rule_model_threshold_conflict,2,1,负责生产过程中的自动化系统的管理操作,岗位核心是化工生产操作，自动化系统管理是辅助生产过程的工具，不是开发或改造系统，因此为1分；不是0分因为明确要求操作自动化系统，不是2分因为不涉及系统开发或核心数字技术。,medium,1,自动化系统的管理操作,medium,岗位使用DCS系统管理生产过程，技术作为辅助工具，核心产出为生产控制，非系统开发，故评1分；非0分因明确使用自动化系统，非2分因不涉及开发核心数字技术。,,
161,rule_model_threshold_conflict,2,1,熟练使用OFFICE软件,岗位核心是采购工作，OFFICE软件用于日常办公辅助，不是核心产出，因此为1分；不是0分因为明确要求使用OFFICE，不是2分因为不涉及软件开发或核心数字技术。,medium,1,熟练使用OFFICE软件,medium,要求熟练使用Office软件，为辅助数字工具，采购任务仍是核心产出，故评1分；非0分因明确要求数字工具。,,
163,stratified_fill,0,1,气象遥感|数理统计或相近专业|数据、科技,岗位核心是农业保险业务推动、策略制定和销售网络建设，气象遥感、数理统计等作为专业背景或辅助知识提及，并非核心数字技术开发，因此为1分；不是0分因为明确提及数字相关专业和科技，不是2分因为不涉及软件开发或核心数字系统建设。,medium,0,,high,未明示任何数字工具或技术，岗位职责不依赖技术，故评0分；非1分因无相关要求。,0.0,岗位职责与任职要求中未明示任何数字工具、信息系统、编程或数据分析技术，仅提及专业背景，故评为0分；不是1分因为无使用数字工具的证据。
165,rule_model_threshold_conflict,2,0,,岗位职责为供应商开发、供应链管理、采购业务沟通，未明示要求使用数字工具或信息系统。因此为0分，而非1分（无数字工具要求）。,high,0,,high,未明确要求任何数字工具或系统，核心是采购，故评0分；非1分因无数字工具要求。,,
167,stratified_fill,2,2,"进行系统设计,参与项目的编程、调试和模块测试工作|负责公司的软件开发|懂SQL数据库,具备一定的开发能力",岗位核心职责包括ERP系统设计、编程、调试、维护和数据库开发，属于软件系统开发，是核心数字技术。未涉及AI/ML，因此为2分，而非1分（非辅助使用）或3分（无AI研发）。,high,2,"负责进行系统设计,参与项目的编程、调试和模块测试工作|负责公司的软件开发及时响应业务内容的技术需求|负责定期对系统进行维护和升级|懂SQL数据库,具备一定的开发能力优先考虑",high,岗位以软件开发、系统维护为核心职责，属于核心数字技术，但未涉及AI/ML，故评2分；非1分因技术是核心产出，非3分因无AI研发。,,
170,rule_model_threshold_conflict,2,0,,岗位职责为变电站运维外包监督、现场管理、数据报告，未明示要求使用数字工具或信息系统。因此为0分，而非1分（无数字工具要求）。,high,0,,high,岗位为电场运维监督，未要求使用数字工具或技术，故评0分；非1分因无明确要求。,,
178,stratified_fill,0,1,生产记录与数据整理,岗位为化工操作工，要求进行数据整理，但仅为辅助记录，移除后操作主业仍成立，因此为1分，不是0分（有数据整理要求）或2分（非核心数字技术产出）。,medium,0,,high,岗位职责为化工设备操作与生产记录，未要求任何数字工具、软件、编程或AI技术，相邻等级1分需有数字工具辅助的证据，此处不成立。,0.0,仅要求协助生产记录与数据整理，未明示任何数字工具或技术，故评为0分；不是1分因为原文未体现数字工具的使用。
180,rule_model_threshold_conflict,2,1,"熟练掌握一门制图软件,如Creo、Solidsworks或其他",岗位核心是机械设计，制图软件是辅助工具，移除后设计工作仍可进行，因此为1分。不是0分因为明确要求使用制图软件；不是2分因为软件使用是辅助而非核心产出。,medium,1,"熟练掌握一门制图软件,如Creo、Solidsworks或其他",medium,核心产出为非标机械设计，制图软件仅为辅助工具，移除软件后设计职责仍可手动完成，故为辅助数字工具；相邻等级2分要求软件开发或核心数字系统建设，此处仅为工具使用。,,
181,rule_model_threshold_conflict,0,2,负责金融计算引擎开发与维护|有编程基础,岗位核心是金融计算引擎开发，属于软件开发，因此为2分。不是1分因为开发是核心职责；不是3分因为未明确涉及AI/ML，金融计算引擎属于非AI算法。,high,2,金融计算引擎开发与维护|有编程基础,high,核心职责是开发金融计算引擎，属于软件开发，为数字技术核心；但未涉及AI/ML研发，相邻等级3分需明确出现人工智能、机器学习等，此处无。,,
184,rule_model_threshold_conflict,3,1,熟悉物流的智能化、自动化等技术应用方向,岗位核心是销售，要求了解智能化、自动化技术应用方向属于辅助知识，移除后销售职责仍成立，因此为1分。不是0分因为明确要求熟悉技术应用方向；不是2分因为技术应用是辅助而非核心产出。,medium,1,智能仓储物流系统销售工作|熟悉物流的智能化、自动化等技术应用方向,high,岗位本质是销售，核心产出为销售业绩，对智能仓储系统的熟悉仅为辅助知识，移除后销售职责不变；相邻等级2分要求技术系统开发为核心，此处不满足。,,
186,stratified_fill,2,2,负责数据仓库、ETL开发|实时处理系统的设计和开发|大数据基础架构平台的建设|数据架构设计|数据中台建设,岗位核心是大数据工程，包括数据仓库、ETL、实时处理等，属于核心数字技术，因此为2分。不是1分因为开发是核心职责；不是3分因为未明确涉及AI/ML，仅为大数据平台建设。,high,2,数据仓库、ETL开发|实时处理系统的设计和开发|大数据基础架构平台的建设|数据中台建设|企业知识图谱的建设,high,核心职责为大数据工程与数据系统建设，属核心数字技术；但未明确涉及AI/ML算法研发，相邻等级3分需出现机器学习、深度学习等关键词。,,
192,stratified_fill,0,0,,岗位为车险查勘定损，职责为现场查勘、损失确定、理赔咨询，未明示要求使用数字工具或数据分析。因此为0分，不是1分（无辅助数字工具要求）。,high,0,,high,岗位职责为车险查勘定损与理赔，未要求任何数字工具、软件、编程或数据分析技能，相邻等级1分需有数字工具辅助的证据。,,
194,rule_model_threshold_conflict,0,2,IT基础建设|计算机软硬件维护管理|IT网络维护|网络管理与信息安全,岗位核心职责为IT基础设施建设和网络维护，属于信息系统运维，是核心数字技术。不是1分（运维是核心职责而非辅助），也不是3分（未涉及AI/ML）。,high,2,IT基础建设、计算机软硬件维护管理、IT网络维护|网络设备、应用服务器等例行检查和维护,high,核心职责为IT网络与系统运维，属于数字技术基础设施的核心建设与维护，而非辅助使用；相邻等级3分需AI研发，此处无。,,
197,rule_model_threshold_conflict,2,0,,岗位要求电子、电气、伺服控制等专业知识，但未明示使用数字工具或编程。维修和伺服控制知识属于专业领域，但原文未提及软件或数字技术，因此为0分，不是1分。,high,0,,medium,岗位为电子/电气产品维修技术员，仅要求相关专业知识，未明确要求使用数字工具、软件或编程，维修为核心产出；相邻等级1分需有明确数字工具辅助证据。,,
202,stratified_fill,2,2,熟悉PLC、变频器等工作原理和简单编程,岗位要求熟悉PLC和简单编程，属于自动化控制核心数字技术，但未涉及AI/ML，因此为2分，不是1分（编程是核心职责）或3分（无AI/ML）。,medium,1,熟悉PLC、变频器等工作原理和简单编程,medium,岗位核心是现场电气设备故障诊断与维护，PLC和变频器编程知识仅为辅助工具，未构成核心数字技术产出，因此为1分而非2分。,1.0,电气设备工程师核心是设备故障诊断与维护，PLC和简单编程是辅助设备改造升级的工具，若移除这些技术，岗位核心产出仍成立，故为1分；不是2分因岗位不负责自动化系统开发等核心数字技术产出，不是0分因明确要求编程技能。
206,stratified_fill,1,1,熟练操作各类办公软件,岗位核心是企业管理、计划编制、会务管理等非技术职责，办公软件仅作为辅助工具使用，移除后岗位主要产出仍成立，因此为1分。不是0分，因为明确要求使用办公软件；不是2分，因为不涉及软件开发、系统运维或算法研发等核心数字技术。,medium,1,熟练操作各类办公软件,medium,办公软件仅为辅助工具，岗位核心是企业管理和流程管理，未涉及核心数字技术，因此为1分而非2分。,,
209,rule_model_threshold_conflict,1,2,负责法人结算相关系统需求分析、测试及维护等工作|掌握SQL SERVER或ORACLE数据库平台的开发和应用专业知识,岗位核心职责包括结算系统的需求分析、测试和维护，以及数据库开发应用，属于信息系统开发运维，因此为2分。不是1分，因为系统维护和数据库开发是核心产出而非辅助工具；不是3分，因为未涉及AI/ML研发。,high,2,负责法人结算相关系统需求分析、测试及维护等工作|掌握SQL SERVER或ORACLE数据库平台的开发和应用专业知识,high,岗位核心是结算系统的需求分析、测试和维护，明确要求数据库开发技能，属于核心数字技术，符合2分；未涉及AI/ML研发，故非3分。,,
218,stratified_fill,1,1,"及时准确更新ERP系统仓库数据|每日提供准确的物资库存量数据、库存日报表、发货明细表等定期盘库,向财务部等相关部门提交库存盘点数据",岗位核心职责是仓储管理，使用ERP系统和数据处理是辅助工具，移除后仓储管理仍成立。因此为1分，不是2分（非软件开发或系统开发核心产出）。,high,1,及时准确更新ERP系统仓库数据,medium,ERP系统作为辅助工具用于数据更新，岗位核心是仓储管理，非数字技术研发或核心数字系统建设，因此为1分而非2分。,,
219,stratified_fill,0,0,,岗位为企业品宣专员，职责为品牌宣传、文化建设、新闻媒体维护等，虽要求数学、精算、统计专业优先，但未明示要求使用数字工具、数据分析或技术。因此为0分，不是1分（无数字工具要求）。,medium,0,,high,岗位职责为品牌宣传和活动策划，全文未要求数字工具、系统或数据分析技能，专业背景偏好不足以构成数字技术需求，因此为0分。,,
220,rule_model_threshold_conflict,1,2,负责系统日常运维问题处理|协助主管处理日常终端店铺的DRP相关问题咨询|协助主管处理日常电商零售的OMS相关问题咨询|协助主管处理日常桌面运维和服务器网络运维,岗位核心职责是系统运维，涉及DRP、OMS、服务器网络等信息系统维护，属于核心数字技术。因此为2分，不是1分（运维是核心产出，非辅助使用），也不是3分（未涉及AI/ML）。,high,2,负责系统日常运维问题处理|协助主管处理日常终端店铺的DRP相关问题咨询|协助主管处理日常电商零售的OMS相关问题咨询|协助主管处理日常桌面运维和服务器网络运维,high,岗位核心职责是信息系统运维与支持，属于核心数字技术工作，符合2分；未涉及AI研发，故非3分。,,
222,rule_model_threshold_conflict,0,2,"负责新能源/辅助驾驶领域的新技术研究,分析风险定价|负责新能源相关非车险业务定价及核保支持,参与搭建新能源相关风控体系与线上化建设工作",岗位核心职责包括风险定价、风控体系搭建和线上化建设，属于高级数字模型和系统建设，但未明确提及AI/ML，因此为2分而非3分；技术是核心产出，不是辅助工具，因此不是1分。,high,2,"负责新能源/辅助驾驶领域的新技术研究,分析风险定价",medium,岗位涉及新能源车险定价研究，属于金融定价模型范畴，为高级数字模型但未明确涉及AI/ML，因此为2分而非3分。,,
226,rule_model_threshold_conflict,0,2,计算机硬件和网络维护能力|熟悉路由器、交换机和防火墙等网络设备的工作原理|负责公司电脑硬件设备(服务器、计算机、打印机、网络设备)的安装与维护,岗位核心职责是计算机硬件和网络维护，属于信息系统运维，是核心数字技术，因此为2分；不是辅助使用工具，排除1分；未涉及AI/ML，排除3分。,high,2,负责公司电脑硬件设备(服务器、计算机、打印机、网络设备)的安装与维护|计算机硬件和网络维护能力,high,岗位核心职责是计算机硬件和网络维护，属于信息系统运维范畴，符合2分核心数字技术；未涉及AI/ML研发，故非3分。,,
242,stratified_fill,2,2,"非标自动化设备的调试与协助制作|熟悉AutoCAD绘制零件图,精通气动、液压及传感器原理|非标自动机装配、调试、维修",岗位核心是自动化设备装配调试，涉及气动、液压、传感器等自动化技术，属于核心数字技术，因此为2分；未明确提及AI/ML研发，故不是3分；技术是核心而非辅助，故不是1分。,high,1,熟悉AutoCAD绘制零件图,medium,岗位核心是装配调试，使用AutoCAD辅助；移除CAD后装配工作仍成立，故为辅助数字工具。不是2分因为未涉及软件开发或核心数据技术。,2.0,非标自动化设备装配调试和传感器技术是核心产出，属于自动化核心数字技术，故评为2分；不是1分因为技术是核心而非辅助，不是3分因为未涉及AI/ML。
244,stratified_fill,0,0,,岗位职责为接待、会务、后勤等行政事务，未明示要求任何数字工具或技术，因此为0分；未提及办公软件使用，故不是1分。,high,0,,high,岗位描述仅包含接待、后勤等行政职责，未提及任何数字工具或技术，符合0分。,,
249,stratified_fill,1,1,熟练使用PPT、Word、Excel等办公软件,岗位核心是质量管理，办公软件仅作为辅助工具使用，移除后质量管理职责仍成立，因此为1分；未涉及软件开发或AI研发，故不是2或3分。,medium,1,熟练使用PPT、Word、Excel等办公软件,medium,质量管理岗位使用办公软件辅助完成报告和文档，质量管理仍是核心产出，故为辅助数字工具。不是2分因为未涉及软件或系统开发。,,
252,rule_model_threshold_conflict,2,1,懂得气动原理和变频器的调试,岗位核心是设备安装调试，变频器调试属于辅助工具使用，移除后安装调试职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分。,medium,0,,medium,岗位职责为设备安装调试、电气气动技术，但未明示要求数字工具、软件或数据处理，变频器调试属电气技术而非数字技术，故为0分。,1.0,岗位核心是设备安装调试，变频器调试属于辅助工具使用，移除后主要职责仍成立，因此为1分；未涉及软件开发或AI，故不是2或3分，也不是0分因明确要求数字/自动化设备调试技能。
254,stratified_fill,2,2,参与软件需求分析、系统设计、核心代码编写|熟练掌握 React、Vue 等主流技术栈|熟练掌握 nodejs、webpack 等常用开发工具,岗位核心是前端软件开发，属于核心数字技术，因此为2分；未明确涉及AI/机器学习，故不是3分；不是1分，因为软件开发是核心产出而非辅助工具。,high,2,Java前端开发工程师|熟练掌握 React、Vue 等主流技术栈|前端开发,high,岗位核心是前端软件开发，属于核心数字技术，但未明确涉及AI/ML，故为2分。不是3分因为没有AI研发要求。,,
259,stratified_fill,0,0,,岗位描述仅列出专业要求，未提及任何数字工具、信息系统或技术职责，因此为0分；不是1分因为无任何数字技术使用要求。,high,0,,low,仅列出专业要求，未出现任何数字技术相关职责或工具，信息不足，符合0分。,,
260,stratified_fill,2,2,网络运维工程师|网络技术方面的交流、技术方案设计和编写|网络故障问题的沟通与协调|网络技术支持|熟悉主流网络设备厂商:CISCO、华为、Juniper等在IP网络内的应用,岗位核心是网络运维和网络技术支持，涉及网络协议、设备配置等技术工作，属于核心数字技术，因此为2分；不是1分因为网络技术是核心职责而非辅助工具，不是3分因为未涉及AI/ML研发。,high,2,网络运维工程师|对BGP、OSPF等路由协议及应用有深入理解|进行业务数据统计与整理,high,岗位核心是网络运维和技术支持，涉及网络协议和数据统计，属于核心数字技术，但非AI研发，故为2分。不是3分因为没有AI/ML要求。,,
262,rule_model_threshold_conflict,2,1,熟练使用Office办公软件和CAD/Solidworks等制图软件,岗位核心是IE工程师，负责生产改善，使用Office和CAD软件作为辅助工具，移除后IE职责仍成立，因此为1分；不是0分因为明确要求专业软件，不是2分因为软件使用是辅助而非核心产出。,medium,1,熟练使用Office办公软件和CAD/Solidworks等制图软件,medium,工业工程师使用CAD/Solidworks和Office作为工具，核心产出是产线优化和标准制定，移除工具后仍可进行精益改善，故为辅助数字工具。不是2分因为不涉及软件或系统开发。,,
267,stratified_fill,0,1,熟练表格函数应用,岗位是合并报表会计，核心是财务报告编制与分析，要求熟练表格函数属于辅助数字工具。移除表格函数后会计工作仍可进行，因此不是核心数字技术。不是2分，因为未涉及软件开发或高级建模。,medium,1,熟练表格函数应用,medium,岗位核心产出是合并报表编制，Excel函数仅为辅助工具，移除后报表编制仍成立；不是2分因不负责系统开发,,
